1559117681.157308, 0
1559117681.219491, 0
1559117681.243081, 7
1559117681.260663, 0
1559117681.275906, 5
1559117681.292866, 11
1559117681.315999, 17
1559117681.334198, 18
1559117681.352698, 23
1559117681.369651, 27
1559117681.386696, 31
1559117681.402809, 38
1559117681.419303, 43
1559117681.437983, 48
1559117681.453302, 54
1559117681.468445, 57
1559117681.486947, 61
1559117681.504341, 73
1559117681.544732, 79
1559117681.572571, 85
1559117681.598701, 95
1559117681.625383, 100
1559117681.648406, 105
1559117681.665921, 111
1559117681.684091, 116
1559117681.707050, 125
1559117681.731815, 130
1559117681.754930, 137
1559117681.780214, 146
1559117681.807349, 152
1559117681.829899, 158
1559117681.853152, 165
1559117681.877471, 172
1559117681.901440, 178
1559117681.925933, 185
1559117681.950841, 193
1559117681.975035, 199
1559117682.003188, 209
1559117682.047554, 217
1559117682.084324, 228
1559117682.115011, 237
1559117682.138927, 245
1559117682.176373, 251
1559117682.199988, 256
1559117682.224729, 265
1559117682.250384, 270
1559117682.273809, 279
1559117682.301245, 286
1559117682.332049, 295
1559117682.359763, 301
1559117682.386113, 310
1559117682.413869, 320
1559117682.450453, 330
1559117682.480375, 341
1559117682.513019, 353
1559117682.554618, 356
1559117682.572120, 361
1559117682.588899, 367
1559117682.612924, 374
1559117682.643379, 382
1559117682.666792, 389
1559117682.691770, 396
1559117682.720757, 405
1559117682.748131, 413
1559117682.774465, 418
1559117682.802006, 427
1559117682.827030, 437
1559117682.861042, 447
1559117682.895088, 455
1559117682.919815, 461
1559117682.945090, 470
1559117682.969494, 475
1559117682.995964, 485
1559117683.031757, 490
1559117683.056676, 499
1559117683.080352, 505
1559117683.107374, 516
1559117683.150948, 526
1559117683.190616, 536
1559117683.216882, 544
1559117683.241478, 549
1559117683.264065, 558
1559117683.290331, 564
1559117683.317394, 571
1559117683.342016, 580
1559117683.366388, 584
1559117683.388610, 592
1559117683.414922, 599
1559117683.439239, 604
1559117683.463267, 612
1559117683.489367, 618
1559117683.512098, 627
1559117683.538487, 633
1559117683.571266, 642
1559117683.603798, 650
1559117683.627039, 651
1559117683.643657, 658
1559117683.660319, 665
1559117683.677902, 667
1559117683.694457, 671
1559117683.710648, 679
1559117683.733611, 686
1559117683.759129, 693
1559117683.780874, 697
1559117683.807020, 703
1559117683.829458, 712
1559117683.854317, 717
1559117683.877639, 724
1559117683.902625, 733
1559117683.926412, 738
1559117683.950625, 745
1559117683.975670, 752
1559117684.002559, 760
1559117684.028987, 768
1559117684.053361, 773
1559117684.078455, 781
1559117684.102487, 789
1559117684.126284, 795
1559117684.149594, 801
1559117684.176610, 812
1559117684.218235, 820
1559117684.244080, 827
1559117684.270227, 839
1559117684.305592, 842
1559117684.324331, 847
1559117684.340305, 854
1559117684.366208, 860
1559117684.388932, 869
1559117684.413161, 875
1559117684.437937, 880
1559117684.460953, 889
1559117684.488496, 897
1559117684.514464, 904
1559117684.538493, 910
1559117684.561341, 917
1559117684.585726, 922
1559117684.610910, 929
1559117684.638173, 937
1559117684.659559, 943
1559117684.686810, 951
1559117684.714086, 961
1559117684.744173, 968
1559117684.769906, 971
1559117684.785956, 978
1559117684.801955, 980
1559117684.819241, 987
1559117684.837761, 991
1559117684.853526, 995
1559117684.868743, 1000
1559117684.886933, 999
1559117684.910991, 999
1559117684.937307, 999
1559117684.961150, 1000
1559117684.985551, 1000
1559117685.014508, 999
1559117685.039334, 1000
1559117685.063021, 1000
1559117685.090089, 1000
1559117685.113067, 1000
1559117685.136286, 1000
1559117685.161800, 1000
1559117685.184500, 999
1559117685.207413, 999
1559117685.231433, 1000
1559117685.256349, 1000
1559117685.284880, 1000
1559117685.311231, 999
1559117685.340059, 999
1559117685.368753, 999
1559117685.401141, 998
1559117685.430800, 1000
1559117685.456370, 999
1559117685.483995, 998
1559117685.508992, 999
1559117685.526610, 1000
1559117685.541338, 1000
1559117685.558225, 1000
1559117685.574478, 1000
1559117685.589448, 1000
1559117685.604378, 1000
1559117685.638096, 999
1559117685.665466, 999
1559117685.689874, 1000
1559117685.721228, 1000
1559117685.737616, 1000
1559117685.754956, 1000
1559117685.778370, 999
1559117685.804197, 999
1559117685.833272, 999
1559117685.858891, 999
1559117685.884264, 1000
1559117685.907872, 999
1559117685.933556, 999
1559117685.960085, 1000
1559117685.986192, 1000
1559117686.004090, 1000
1559117686.020373, 999
1559117686.037043, 998
1559117686.053729, 1000
1559117686.068974, 1000
1559117686.086897, 999
1559117686.108112, 999
1559117686.134936, 999
1559117686.162396, 1000
1559117686.189555, 999
1559117686.216536, 999
1559117686.242443, 1000
1559117686.272270, 999
1559117686.297630, 1000
1559117686.323914, 1000
1559117686.353942, 1000
1559117686.382718, 999
1559117686.405861, 1000
1559117686.434298, 999
1559117686.459717, 999
1559117686.488569, 999
1559117686.510824, 1000
1559117686.535492, 999
1559117686.558763, 1000
1559117686.581757, 1000
1559117686.605329, 1000
1559117686.626223, 999
1559117686.649479, 1000
1559117686.673765, 999
1559117686.700733, 1000
1559117686.724965, 1000
1559117686.748636, 999
1559117686.772282, 999
1559117686.796261, 1000
1559117686.820529, 999
1559117686.843302, 1000
1559117686.869272, 999
1559117686.891778, 999
1559117686.917169, 1000
1559117686.942259, 1000
1559117686.966676, 1000
1559117686.994982, 999
1559117687.047928, 999
1559117687.077504, 999
1559117687.102125, 999
1559117687.119736, 1000
1559117687.137326, 999
1559117687.153902, 999
1559117687.170498, 1000
1559117687.187135, 1000
1559117687.203098, 999
1559117687.226012, 1000
1559117687.251156, 998
1559117687.276413, 1000
1559117687.300516, 999
1559117687.324194, 1000
1559117687.348489, 999
1559117687.372272, 999
1559117687.395692, 999
1559117687.419010, 1000
1559117687.442221, 1000
1559117687.468366, 1000
1559117687.494434, 1000
1559117687.520669, 1000
1559117687.547685, 999
1559117687.575726, 1000
1559117687.598095, 1000
1559117687.620870, 1000
1559117687.643996, 999
1559117687.666673, 1000
1559117687.695949, 1000
1559117687.719533, 1000
1559117687.745587, 999
1559117687.769853, 999
1559117687.801123, 999
1559117687.836518, 999
1559117687.862812, 999
1559117687.884462, 999
1559117687.905149, 1000
1559117687.925363, 1000
1559117687.944399, 999
1559117687.968266, 1000
1559117687.985010, 1000
1559117688.001730, 999
1559117688.020053, 999
1559117688.038160, 999
1559117688.055688, 1000
1559117688.071365, 1000
1559117688.088753, 999
1559117688.104378, 999
1559117688.120478, 1000
1559117688.136957, 999
1559117688.153550, 1000
1559117688.172409, 1000
1559117688.189682, 1000
1559117688.207623, 1000
1559117688.226744, 999
1559117688.242928, 1000
1559117688.259449, 1000
1559117688.275772, 1000
1559117688.291621, 1000
1559117688.309764, 1000
1559117688.342276, 999
1559117688.372971, 1000
1559117688.402303, 999
1559117688.434124, 999
1559117688.480698, 999
1559117688.507268, 1000
1559117688.530277, 1000
1559117688.549005, 1000
1559117688.565341, 1000
1559117688.581269, 999
1559117688.597625, 999
1559117688.615103, 998
1559117688.635320, 999
1559117688.658642, 999
1559117688.682270, 999
1559117688.705733, 998
1559117688.726229, 1000
1559117688.747668, 999
1559117688.770057, 998
1559117688.793379, 998
1559117688.817917, 998
1559117688.839350, 999
1559117688.861800, 999
1559117688.888884, 999
1559117688.912967, 999
1559117688.937171, 998
1559117688.953514, 999
1559117688.970555, 998
1559117688.988768, 1000
1559117689.013942, 999
1559117689.032290, 999
1559117689.051719, 999
1559117689.071204, 999
1559117689.105196, 999
1559117689.141188, 999
1559117689.196336, 999
1559117689.220503, 999
1559117689.236929, 1000
1559117689.252869, 1000
1559117689.269643, 999
1559117689.285477, 1000
1559117689.303911, 998
1559117689.322112, 998
1559117689.339692, 999
1559117689.356875, 998
1559117689.373485, 999
1559117689.389107, 999
1559117689.404937, 999
1559117689.422705, 998
1559117689.439221, 998
1559117689.456191, 999
1559117689.472107, 998
1559117689.492807, 1000
1559117689.518452, 1000
1559117689.542666, 997
1559117689.566891, 991
1559117689.590369, 985
1559117689.613668, 979
1559117689.636144, 973
1559117689.659452, 967
1559117689.681889, 962
1559117689.713467, 956
1559117689.743548, 951
1559117689.762994, 946
1559117689.781408, 941
1559117689.801316, 937
1559117689.818561, 932
1559117689.836335, 926
1559117689.855012, 921
1559117689.872737, 917
1559117689.894353, 909
1559117689.937251, 904
1559117689.955525, 898
1559117689.973318, 893
1559117689.991540, 888
1559117690.009601, 884
1559117690.028031, 878
1559117690.047792, 873
1559117690.065669, 868
1559117690.084267, 864
1559117690.102813, 858
1559117690.120079, 854
1559117690.137651, 850
1559117690.155072, 845
1559117690.172627, 840
1559117690.190165, 835
1559117690.206763, 830
1559117690.235626, 826
1559117690.253150, 821
1559117690.269904, 817
1559117690.287330, 812
1559117690.304876, 807
1559117690.322432, 803
1559117690.340525, 798
1559117690.359112, 793
1559117690.376687, 787
1559117690.394291, 783
1559117690.412025, 778
1559117690.429032, 774
1559117690.447706, 769
1559117690.465575, 764
1559117690.493499, 757
1559117690.516185, 752
1559117690.533127, 748
1559117690.551436, 743
1559117690.575019, 737
1559117690.593936, 732
1559117690.614254, 726
1559117690.631620, 721
1559117690.648604, 718
1559117690.665477, 713
1559117690.682265, 708
1559117690.700904, 703
1559117690.732727, 698
1559117690.749862, 694
1559117690.766537, 689
1559117690.783632, 685
1559117690.800123, 676
1559117690.827573, 672
1559117690.843963, 668
1559117690.862596, 662
1559117690.880501, 657
1559117690.898849, 651
1559117690.915824, 646
1559117690.932627, 642
1559117690.950160, 638
1559117690.967735, 633
1559117690.986446, 628
1559117691.003662, 622
1559117691.020966, 617
1559117691.044098, 612
1559117691.060634, 608
1559117691.077399, 603
1559117691.096046, 599
1559117691.112920, 594
1559117691.130130, 590
1559117691.146335, 585
1559117691.163980, 582
1559117691.181463, 577
1559117691.197073, 573
1559117691.212814, 567
1559117691.230299, 562
1559117691.247498, 558
1559117691.263331, 554
1559117691.280471, 549
1559117691.299137, 544
1559117691.340226, 535
1559117691.355122, 531
1559117691.370696, 528
1559117691.386425, 523
1559117691.401192, 519
1559117691.416669, 514
1559117691.432220, 510
1559117691.446997, 506
1559117691.463559, 501
1559117691.479084, 498
1559117691.493734, 494
1559117691.509314, 489
1559117691.525322, 482
1559117691.547946, 478
1559117691.564482, 473
1559117691.580198, 471
1559117691.596701, 467
1559117691.613420, 462
1559117691.629885, 458
1559117691.645552, 453
1559117691.663095, 448
1559117691.680798, 444
1559117691.698358, 440
1559117691.715959, 435
1559117691.732563, 430
1559117691.748171, 426
1559117691.765564, 421
1559117691.781162, 418
1559117691.803897, 413
1559117691.821282, 408
1559117691.838790, 401
1559117691.858322, 396
1559117691.875986, 392
1559117691.894389, 388
1559117691.912003, 383
1559117691.929525, 379
1559117691.947232, 374
1559117691.965137, 368
1559117691.983878, 364
1559117692.005079, 359
1559117692.026306, 353
1559117692.045855, 349
1559117692.068107, 343
1559117692.086665, 338
1559117692.105167, 334
1559117692.121094, 330
1559117692.137416, 324
1559117692.154599, 318
1559117692.171106, 308
1559117692.189000, 396
1559117692.211786, 532
1559117692.235303, 649
1559117692.259258, 841
1559117692.283623, 995
1559117692.303520, 999
1559117692.322711, 1000
1559117692.340966, 999
1559117692.360256, 999
1559117692.381343, 998
1559117692.400015, 998
1559117692.423300, 998
1559117692.443859, 999
1559117692.464575, 998
1559117692.503515, 998
1559117692.521910, 999
1559117692.541827, 998
1559117692.565591, 1000
1559117692.585338, 998
1559117692.605535, 998
1559117692.624391, 1000
1559117692.642290, 996
1559117692.658850, 999
1559117692.679329, 998
1559117692.699652, 997
1559117692.716645, 998
1559117692.735084, 999
1559117692.753932, 998
1559117692.772476, 971
1559117692.792595, 970
1559117692.813232, 971
1559117692.834470, 972
1559117692.855716, 971
1559117692.876031, 972
1559117692.896101, 971
1559117692.920326, 971
1559117692.975221, 972
1559117693.011747, 973
1559117693.056052, 974
1559117693.083235, 972
1559117693.104173, 973
1559117693.121055, 972
1559117693.139302, 971
1559117693.159244, 972
1559117693.177900, 972
1559117693.194542, 972
1559117693.237723, 971
1559117693.286818, 970
1559117693.308822, 973
1559117693.330799, 973
1559117693.352162, 975
1559117693.369268, 975
